User-ID;Location;Age
12966;n/a, n/a, singapore;28.0
12968;oakland, california, usa;35.0
12969;calgary, alberta, canada;34.0
12970;sydney, new south wales, australia;34.0
12971;melbourne, victoria, australia;23.0
12972;clementon, ,;31.0
12974;hyderabad., andhra pradesh, india;46.0
12977;kannur, kerala, india;16.0
12979;zaragoza, aragón, spain;23.0
12980;maryborough, queensland, australia;49.0
12981;san sebastian, guipuzcoa, spain;45.0
12982;getxo, vizcaya, spain;41.0
12985;"madrid, \n/a\"", spain""";23.0
12986;sant cugat del v., cataluña, spain;27.0
12989;holbrook, new york, usa;50.0
12990;denver, colorado, usa;58.0
12991;oliveira azemeis, aveiro, portugal;42.0
12992;richmond, virginia, usa;26.0
12993;madrid, basilicata, spain;32.0
12995;exeter, england, united kingdom;23.0
12996;vitoria, país vasco, spain;19.0
12997;halifax, massachusetts, usa;23.0
12998;melk, niederoesterreich, austria;25.0
13000;madrid, madrid, spain;23.0
13003;therwil, bl, switzerland;29.0
13004;alcobendas, madrid, spain;33.0
13005;las palmas de g.c., canarias, spain;29.0
13007;valencia, valencia, spain;28.0
13008;valencia, victoria, spain;28.0
13009;formentera, illes balears, spain;32.0
13010;santiago, n/a, china;22.0
13011;greenville, north carolina, usa;64.0
13012;vienna, vienna, austria;41.0
13013;sofia, n/a, bulgaria;32.0
13014;maia, porto, portugal;46.0
13015;anna, texas, usa;37.0
13016;belo horizonte, n/a, brazil;54.0
13017;aosta, valle d`aosta, italy;16.0
13018;east palestine, ohio, usa;49.0
13020;buenos aires, argentina, argentina;21.0
13021;pontevedra, galicia, spain;21.0
13022;joensuu, pohjois-karjala, finland;21.0
13024;connersville, indiana, usa;47.0
13025;rockvile, maryland, usa;25.0
13026;vanderhoof, british columbia, canada;31.0
13027;mansfield, pennsylvania, usa;19.0
13028;folkestone, florida, united kingdom;38.0
13029;bilbao, vizcaya, spain;26.0
13031;osnabrück, niedersachsen, germany;51.0
13036;stratford, connecticut, usa;52.0
13037;ottawa, ontario, canada;17.0
13038;christchurch, canterbury, new zealand;38.0
13039;zweibrücken, rheinland-pfalz, germany;24.0
13040;oderzo, veneto, italy;33.0
13041;madrid, madrid, spain;33.0
13042;mankato, n/a, usa;20.0
13043;tehran, tehran, iran;22.0
13044;maku, azerbaijan, iran;24.0
13046;roman, neamt, romania;43.0
13047;new york, new york, usa;39.0
13050;dover gardens, south australia, australia;47.0
13052;aliso viejo, california, usa;31.0
13053;mount pleasant, michigan, usa;18.0
13055;new smyrna beach, florida, usa;54.0
13057;mason, ohio, usa;47.0
13058;pcia. r. sáenz peña, chaco, argentina;31.0
13059;birmingham, alabama, usa;47.0
13060;victoria, british columbia, canada;29.0
13061;deurne, noord brabant, netherlands;23.0
13064;kalamazoo, michigan, usa;20.0
13066;columbia, missouri, usa;23.0
13067;umeå, västerbotten, sweden;23.0
13069;mexico, distrito federal, distrito federal, mexico;42.0
13070;mexico, distrito federal, distrito federal, mexico;42.0
13071;halifax, nova scotia, canada;47.0
13073;mill bay, british columbia, canada;71.0
13074;manalapan, new jersey, usa;18.0
13075;harbord, new south wales, australia;75.0
13076;corinth, texas, usa;35.0
13077;southaven, mississippi, usa;57.0
13078;sioux falls, south dakota, usa;50.0
13080;edmonton, alberta, canada;22.0
13081;porto, porto, portugal;101.0
13084;carol stream, illinois, usa;44.0
13085;evansville, indiana, usa;33.0
13086;montpellier, france, france;31.0
13088;piacenza, emilia romagna, italy;14.0
13089;arlington, virginia, usa;17.0
13090;london, england, united kingdom;32.0
13091;norman, oklahoma, usa;33.0
13092;tuebingen, baden-wuerttemberg, germany;25.0
13093;zaragoza, aragon, spain;29.0
13094;schenectady, new york, usa;24.0
13095;portland, oregon, usa;23.0
13097;scarborough, ontario, canada;24.0
13099;suzano, sp, brazil;36.0
13101;elche, alicante, spain;25.0
13102;são carlos - sp, sp, brazil;19.0
13103;amiens, picardie, france;25.0
13104;marysville, washington, usa;25.0
13105;berlin, berlin, germany;32.0
13106;arcata, california, usa;24.0
13107;burjassot, valencia, spain;29.0
13108;waterloo, ontario, canada;22.0
13109;pittsburgh, pennsylvania, usa;15.0
13110;poliez-pittet, vaud, switzerland;32.0
13111;vuippens, gruyère, switzerland;33.0
13112;murtosa, aveiro, portugal;44.0
13113;singapore, n/a, singapore;25.0
13114;potsdam, berlin, germany;35.0
13116;saskatoon, saskatchewan, canada;19.0
13118;new york, new york, usa;58.0
13119;bargo, new south wales, australia;47.0
13120;sheffield, england, united kingdom;22.0
13122;beckum, nordrhein-westfalen, germany;22.0
13123;kauai, hawaii, usa;19.0
13124;são josé dos campos, são paulo, brazil;47.0
13126;mumbai, maharashtra, india;21.0
13127;palo alto, california, usa;27.0
13129;new albany, indiana, usa;22.0
13131;montreal, quebec, canada;38.0
13132;perugia, umbria, italy;29.0
13135;brampton, ontario, canada;40.0
13139;berlin, berlin, germany;31.0
13140;pleasant grove, utah, usa;27.0
13141;brighton, england, united kingdom;26.0
13142;valladolid, n/a, spain;23.0
13143;lyon, n/a, france;43.0
13145;naestved, n/a, denmark;64.0
13146;east bridgewater, massachusetts, usa;36.0
13150;page, arizona, usa;31.0
13151;aliquippa, pennsylvania, usa;26.0
13152;perth, western australia, australia;34.0
13153;bognor regis, england, united kingdom;21.0
13154;oradell, new jersey, usa;46.0
13157;paris, ile-de-france, france;40.0
13159;torino, piemonte, italy;28.0
13160;amsterdam, noord-holland, netherlands;65.0
13162;brussels, brussels, belgium;26.0
13164;scottsburg, indiana, usa;33.0
13165;plano,tx, texas, afghanistan;18.0
13168;burlington, vermont, usa;60.0
13170;minneapolis, minnesota, usa;20.0
13171;london, england, united kingdom;32.0
13173;norfolk, virginia, usa;55.0
13175;sevilla, n/a, spain;21.0
13176;sevilla, n/a, spain;22.0
13178;paris, ile-de-france, france;26.0
13181;wirksworth, england, united kingdom;58.0
13182;dallas, texas, usa;30.0
13183;new orleans, louisiana, usa;26.0
13184;erkelenz, northrhinewestfalia, germany;22.0
13186;mumbai, maharastra, india;23.0
13187;east lansing, michigan, usa;45.0
13188;manchester, new hampshire, usa;36.0
13191;north bergen, new jersey, usa;57.0
13193;toronto, ontario, canada;41.0
13194;winchester, massachusetts, usa;36.0
13195;drury, missouri, usa;55.0
13197;ottawa, ontario, canada;18.0
13198;london, ontario, canada;32.0
13199;omaha, nebraska, usa;32.0
13200;muttenz, baselland, switzerland;18.0
13202;torino, piemonte, italy;25.0
13203;london, england, united kingdom;40.0
13204;beusichem, gelderland, netherlands;41.0
13207;sale marasino (bs), lombardia, italy;35.0
13208;valdés, asturias, spain;52.0
13209;san diego, california, usa;28.0
13212;loveland, colorado, usa;28.0
13213;ourense, galicia, spain;41.0
13214;roma, lazio, italy;29.0
13215;frechen, nordrhein-westfalen, germany;26.0
13217;calella, catalunya, spain;42.0
13219;yellowknife, northwest territories, canada;25.0
13220;fairbanks, alaska, usa;51.0
13221;iqaluit, nunavut, canada;45.0
13222;montreal, quebec, canada;43.0
13223;lethbridge, alberta, canada;21.0
13224;juneau, alaska, usa;55.0
13227;hammond, louisiana, usa;24.0
13228;fairbanks, alaska, usa;44.0
13230;levignac de guyenne, lot et garonne, france;51.0
13232;bristol, england, united kingdom;50.0
13233;cuveglio, lombardia, italy;26.0
13234;león, león, spain;26.0
13238;roetgen, ,;23.0
13240;tehran, tehran, iran;23.0
13241;badalona, barcelona, spain;27.0
13242;port townsend, washington, usa;58.0
13243;pictou, nova scotia, canada;62.0
13247;vancouver, british columbia, canada;40.0
13248;ottawa, ontario, canada;26.0
13250;franklin, tennessee, usa;18.0
13251;amherst, massachusetts, usa;23.0
13252;savannah, georgia, usa;33.0
13255;madrid, madrid, spain;29.0
13256;malden, massachusetts, usa;38.0
13257;murcia, murcia, spain;24.0
13259;raleigh, north carolina, usa;57.0
13261;tarragona, tarragona, spain;33.0
13262;termoli, molise, italy;41.0
13263;ferizaj, alabama, albania;20.0
13265;jamestown, new york, usa;53.0
13266;sydney, new south wales, australia;42.0
13267;albrightsville, pennsylvania, usa;44.0
13270;wellington, n/a, new zealand;25.0
13271;kaupunki, n/a, finland;19.0
13273;harrisburg, pennsylvania, usa;201.0
13274;la vall d`uixò, comunidad valenciana, spain;23.0
13276;napoli, campania, italy;34.0
13277;norwalk, iowa, usa;27.0
13278;bay point, california, usa;47.0
13280;lakewood, colorado, usa;65.0
13281;kasugai, aichi, japan;45.0
13282;ofallon, illinois, usa;63.0
13283;westfield, new jersey, usa;56.0
13284;buzau, n, romania;69.0
13285;badajoz, n/a, spain;15.0
13288;vista, california, usa;50.0
13291;el puerto de santa maria, cadiz, españa;16.0
13292;paris, ile de france, france;28.0
13293;madrid, madrid, spain;26.0
13294;munich, bayern, germany;19.0
13295;georgetown, kentucky, usa;26.0
13298;la nucia, alicante, spain;27.0
13300;valencia, valencia, spain;27.0
13301;jerez de la frontera, andalucía, spain;23.0
13302;dallas, texas, usa;43.0
13303;greenville, north carolina, usa;38.0
13305;afton, tennessee, usa;18.0
13306;alicante, comunidad valenciana, spain;62.0
13309;madrid, n/a, spain;24.0
13310;gilberts, illinois, usa;30.0
13311;aberdeen, scotland, united kingdom;34.0
13312;zaragoza, aragón, spain;40.0
13313;zaragoza, zaragoza-españa, spain;38.0
13314;covington, ohio, usa;58.0
13316;scheer, baden-wuerttemberg, germany;49.0
13317;milano, lombardia, italy;25.0
13318;aberdeen, scotland, united kingdom;61.0
13320;miami, florida, usa;30.0
13321;sinzig, rheinland-pfalz, germany;58.0
13325;bilbao, euskal herria, spain;29.0
13326;edinburgh, n/a, united kingdom;57.0
13327;bucuresti, bucuresti, romania;42.0
13329;colonia-koeln, nordrhein-westfalen, germany;41.0
13330;cary, north carolina, usa;23.0
13331;champaign, illinois, usa;58.0
13332;ottawa, ontario, canada;60.0
13333;almería, almería, spain;19.0
13335;cartagena, murcia, spain;15.0
13337;pontedeume, pontedeume, spain;29.0
13338;horsham, pennsylvania, usa;22.0
13339;brisbane, saarland, australia;31.0
13340;shah alam, selangor, malaysia;31.0
13342;calgary, alberta, canada;23.0
13343;faisalabad, panjab, pakistan;27.0
13345;elche, alicante, spain;26.0
13346;hamburg, hamburg, germany;29.0
13347;vigo, vigo pontevedra, spain;49.0
13348;manchester, gtr manchester, united kingdom;63.0
13349;belo horizonte, minas gerais, brazil;27.0
13352;sevilla, sevilla, spain;28.0
13358;capital federal, buenos aires, argentina;28.0
13359;munich, bayern, germany;19.0
13360;benalmádena, n/a, spain;16.0
13361;benalmádena, málaga, spain;16.0
13362;alresford, hampshire, united kingdom;52.0
13363;san giorgio in bosco, veneto, italy;26.0
13365;premia de dalt, catalunya, spain;23.0
13366;bowling green, kentucky, usa;22.0
13367;worcester, massachusetts, usa;25.0
13369;elgoibar, guipuzcoa, spain;25.0
13370;tulungagung, jawa timur, indonesia;29.0
13372;pordenone, friuli venezia giulia, italy;31.0
13373;jurmala, n/a, latvia;25.0
13374;lumsden, southland, new zealand;39.0
13376;reu, tarragona, spain;34.0
13377;kareas, attica, greece;44.0
13378;la coruña, galicia, spain;18.0
13379;cerritos, california, usa;45.0
13380;medina, ohio, usa;16.0
13382;gijón, asturias, spain;50.0
13385;linz, upper austria, austria;25.0
13386;pullman, washington, usa;18.0
13388;sant vicenç de montalt, catalunya, spain;44.0
13389;nueve de julio, buenos aires, argentina;18.0
13390;london, n/a, united kingdom;31.0
13394;argyll, scotland, united kingdom;40.0
13396;blairmore, scotland, united kingdom;52.0
13397;buenos aires, buenos aires, argentina;18.0
13398;leesburg, virginia, usa;60.0
13400;oradea, bihor, romania;21.0
13401;grantsburg, wisconsin, usa;30.0
13402;craiova, dolj, romania;16.0
13405;buenos aires, buenos aires, argentina;28.0
13407;rein-main ab, hessen, germany;14.0
13409;bielefeld, nordrhein-westfalen, germany;20.0
13412;velletri, lazio, italy;32.0
13413;milano, lombardia, italy;30.0
13414;cesate, lombardia, italy;28.0
13415;venezia, veneto, italy;27.0
13417;paris, paris, france;24.0
13418;saavedra, vermont, argentina;21.0
13419;capital federal, buenos aires, argentina;21.0
13421;colchester, england, united kingdom;20.0
13422;fuengirola, málaga, spain;18.0
13423;barcelona, barcelona, spain;14.0
13424;santiago, n/a, chile;36.0
13426;santiago, n/a, chile;36.0
13431;leicester, england, united kingdom;47.0
13432;schofield barracks, hawaii, usa;22.0
13433;toowoomba, queensland, australia;63.0
13434;toronto, ontario, canada;29.0
13436;porto alegre, rio grande do sul, brazil;22.0
13439;athens, athens, greece;23.0
13440;vitoria, alava, spain;26.0
13443;padova, veneto, italy;27.0
13444;vaasa, länsi-suomi, finland;36.0
13446;atlanta, georgia, usa;17.0
13447;nashville, tennessee, usa;24.0
13449;worcester, massachusetts, usa;18.0
13450;cuneo, piemonte, italy;40.0
13451;galiano island, british columbia, canada;25.0
13452;pisa, pisa, italy;32.0
13453;mieres, asturias, spain;27.0
13457;santiago, chile, chile;47.0
13458;gauting, bayern, germany;33.0
13459;isen, bayern, germany;26.0
13461;tehran, tehran, iran;26.0
13463;alicante, alicante- españa, spain;26.0
13465;n. syracuse, new york, usa;23.0
13466;portland, oregon, usa;39.0
13468;zaragoza, aragón, spain;17.0
13469;são paulo, são paulo, brazil;26.0
13470;kirkland, washington, usa;51.0
13471;las cruces, new mexico, usa;21.0
13472;paris, paris, france;28.0
13473;duisburg, nordrhein-westfalen, germany;23.0
13474;portland, maine, usa;25.0
13476;lancaster, new hampshire, usa;53.0
13477;bibbiano, emilia romagna, italy;27.0
13478;regina, saskatchewan, canada;28.0
13479;rotterdam, zuid holland, netherlands;31.0
13481;ferrol, a coruña, spain;25.0
13482;brooklyn park, minnesota, usa;34.0
13485;ankara, n/a, turkey;23.0
13486;london, england, u.s. virgin islands;56.0
13488;hawick, scotland, united kingdom;36.0
13489;barcelona, barcelona, spain;23.0
13490;beijing, beijing, china;28.0
13491;hamburg, hamburg, germany;39.0
13496;jerusalem, n/a, israel;56.0
13497;caracas, dc, venezuela;30.0
13499;independence, missouri, usa;14.0
13500;fribourg, fribourg, switzerland;57.0
13501;medicine hat, alberta, canada;44.0
13503;nashville, tennessee, usa;31.0
13507;sydney, new south wales, australia;42.0
13509;bothell, washington, usa;32.0
13511;kuala lumpur, selangor, malaysia;33.0
13512;ny, new york, usa;36.0
13513;st petersburg, florida, usa;51.0
13514;verbania, vb., italy;43.0
13515;st. louis, missouri, usa;48.0
13516;milano, lombardia, italy;31.0
13518;fishers, indiana, usa;27.0
13519;miami, florida, usa;96.0
13521;new york,, new york, usa;21.0
13522;milano, lombardia, italy;38.0
13523;milano, italy!, italy;37.0
13524;leverkusen, nordrhein-westfalen, germany;27.0
13525;dortmund, nordrhein-westfalen, germany;28.0
13526;vancouver, british columbia, canada;44.0
13528;montreal, quebec, canada;21.0
13529;san diego, california, usa;47.0
13530;mendoza, mendoza, argentina;27.0
13531;pittsburgh, pennsylvania, usa;41.0
13532;jerusalem, jerusalem, israel;22.0
13533;hyderabad, andhra pradesh, india;26.0
13534;st.joseph, missouri, usa;17.0
13538;coimbra, coimbra, portugal;41.0
13539;doha, doha, qatar;15.0
13540;doha, doha, qatar;15.0
13542;singapore, n/a, singapore;21.0
13544;huntsville, texas, usa;39.0
13546;cologne, north rhine-westphalia, germany;25.0
13547;manchester, england, united kingdom;54.0
13549;bantry, co.cork, ireland;40.0
13550;attleborough, england, united kingdom;14.0
13552;cordova, tennessee, usa;32.0
13553;chateauguay, quebec, canada;25.0
13559;new york city, ,;67.0
13562;chittagong, n/a, bangladesh;20.0
13563;lahore, punjab, pakistan;23.0
13564;khulna, n/a, bangladesh;30.0
13565;freiburg, baden-wuerttemberg, germany;24.0
13567;n. charleston, south carolina, usa;27.0
13570;mieres, asturias, spain;22.0
13571;rome, lazio, italy;24.0
13572;gimse, sør trøndelag, norway;44.0
13575;cordoba, calabria, argentina;27.0
13576;lugo, alaska, spain;25.0
13577;durango, bizkaia, spain;35.0
13579;freiburg, baden-wuerttemberg, germany;23.0
13580;remscheid, nordrhein-westfalen, germany;49.0
13581;salt lake city, utah, usa;33.0
13582;lisboa, lisboa, portugal;29.0
13584;adelaide, south australia, australia;14.0
13585;barcelona, barcelona, spain;28.0
13586;morelia, michoacan, n/a, mexico;60.0
13587;newberry, south carolina, usa;23.0
13588;tehran, tehran, iran;22.0
13589;madrid, madrid, spain;26.0
13590;madrid, madrid, spain;33.0
13591;leeuwarden, frisia, netherlands;30.0
13592;vancouver, british columbia, canada;49.0
13593;pittsburgh, pennsylvania, usa;46.0
13596;madrid, madrid, spain;29.0
13597;barcelona, barcelona, spain;31.0
13598;barcelona, barcelona, spain;31.0
13599;cupertino, california, usa;20.0
13602;canberra, australian capital territory, australia;15.0
13603;new orleans, louisiana, usa;25.0
13604;charlotte, north carolina, usa;51.0
13606;vermillion, south dakota, usa;30.0
13607;clayton, north carolina, usa;31.0
13608;thessaloniki, thessaloniki, greece;37.0
13610;girona, catalunya, spain;34.0
13611;caalatayud, zaragoza, spain;27.0
13614;odivelas, estremadura, portugal;67.0
13615;málaga, maine, spain;21.0
13619;vrhnika, n/a, slovenia;33.0
13621;zionville, north carolina, usa;31.0
13623;madrid, madrid, spain;39.0
13624;matosinhos, n/a, portugal;19.0
13625;st. paul, minnesota, usa;37.0
13635;dunedin, otago, new zealand;20.0
13637;capital, córdoba, argentina;20.0
13639;monterrey, nuevo leon, mexico;49.0
13640;crawfordsville, indiana, usa;20.0
13641;palma de mallorca, baleares, spain;28.0
13643;tustin, california, usa;19.0
13644;altoona, pennsylvania, usa;27.0
13646;phoenix, arizona, usa;29.0
13647;woodland, california, usa;36.0
13649;sierra vista, arizona, usa;62.0
13650;phoenix, arizona, usa;50.0
13651;crozon, bretagne, france;52.0
13652;scottsdale, arizona, usa;54.0
13654;scottsdale, arizona, australia;68.0
13655;blythewood, south carolina, usa;28.0
13656;tucson, arizona, usa;56.0
13658;phoenix, arizona, usa;64.0
13659;oshkosh, wisconsin, usa;35.0
13661;suffern, new york, usa;34.0
13665;markham, ontario, canada;28.0
13666;tinley park, illinois, usa;54.0
13667;geneva, n/a, switzerland;34.0
13669;santiago, n/a, chile;20.0
13672;vicenza, veneto, italy;29.0
13674;deir ez zor, n/a, syria;45.0
13681;bologna, emilia romagna, italy;25.0
13682;monroe, louisiana, usa;31.0
13683;osnabrück, niedersachsen, germany;22.0
13684;russellville, arkansas, usa;29.0
13685;helsinki, n/a, finland;21.0
13686;mcgregor, texas, usa;24.0
13687;oviedo, asturias, spain;21.0
13688;a coruña, a coruña, spain;20.0
13689;stuttgart, arkansas, usa;57.0
13690;gijón, asturias, spain;52.0
13693;romance, arkansas, usa;42.0
13694;la crosse wi, wisconsin, usa;22.0
13695;nice, n/a, france;19.0
13696;vitoria, araba, spain;29.0
13698;paterson, new jersey, usa;26.0
13699;searcy, arkansas, usa;53.0
13700;arnsberg, nordrhein-westfalen, germany;38.0
13704;brisbane, queensland, australia;22.0
13705;avignon, provence, france;22.0
13707;columbus, ohio, usa;22.0
13708;sydney, new south wales, australia;34.0
13710;flippin, arkansas, usa;58.0
13714;vila franca de xira, lisboa, portugal;21.0
13717;ahoghill, northern ireland, united kingdom;29.0
13718;athens, attika, greece;31.0
13720;hornell, new york, usa;40.0
13721;mountlake terrace, washington, usa;17.0
13722;benton, arkansas, usa;41.0
13723;therwil, baselland, switzerland;67.0
13724;hot springs, arkansas, usa;44.0
13726;ft walton beach, florida, usa;44.0
13728;toronto, ontario, canada;33.0
13729;miami, florida, usa;56.0
13730;fulda, hessen, germany;42.0
13731;manila, n/a, philippines;21.0
13732;willits, california, usa;64.0
13734;cologno monzese, lombardia, italy;22.0
13735;clichy, hauts-de-seine, france;41.0
13736;pisa, toscana, italy;29.0
13738;münchen, bayern, germany;37.0
13740;oakland, california, usa;45.0
13743;croydon, pennsylvania, usa;62.0
13744;worcester, massachusetts, usa;65.0
13746;new york, new york, usa;45.0
13747;new plymouth, taranaki, new zealand;36.0
13748;forest park, illinois, usa;43.0
13750;mackay, queensland, australia;40.0
13751;adelaide, south australia, australia;20.0
13752;wilmington, delaware, usa;57.0
13753;oakville, ontario, canada;23.0
13754;arlington, washington, usa;48.0
13755;arlington heights, illinois, usa;16.0
13757;brisbane, queensland, australia;13.0
13758;dortmund, nordrhein-westfalen, guatemala;48.0
13759;winchester, connecticut, usa;62.0
13760;columbus, new jersey, usa;84.0
13761;manchester, england, united kingdom;37.0
13762;hershey, pennsylvania, usa;58.0
13764;seattle, washington, usa;30.0
13765;vancouver, british columbia, canada;15.0
13767;cambria, wisconsin, usa;42.0
13769;philadelphia, pennsylvania, usa;53.0
13770;san leandro, california, usa;28.0
13771;costa mesa, california, usa;26.0
13772;parma, parma, italy;25.0
13773;pirmasens, rheinland-pfalz, germany;24.0
13775;cave creek, arizona, usa;18.0
13777;salem, n/a, india;35.0
13778;sevilla, stroud, spain;44.0
13779;coolum, queensland, australia;42.0
13781;woodstock, new brunswick, canada;19.0
13784;durham, north carolina, usa;24.0
13785;ponce, puerto rico, spain;37.0
13786;edinburgh, scotland, united kingdom;25.0
13788;cape town, western cape, south africa;35.0
13789;ripoll, girona, spain;42.0
13790;cockeysville, maryland, usa;22.0
13791;beaverton, oregon, usa;39.0
13794;aurora, illinois, usa;31.0
13796;las palmas g.c., canarias,islas canarias, spain;42.0
13799;bolivar, missouri, usa;24.0
13800;indianapolis, indiana, usa;47.0
13801;burlington, ontario, canada;104.0
13804;colle umberto, treviso, italy;30.0
13806;trégunc, bretagne, france;19.0
13807;yerevan, n/a, armenia;33.0
13808;lauterbach, hessen, germany;16.0
13810;berlin, berlin, germany;37.0
13811;brighton, , usa;41.0
13812;madrid, madrid, spain;24.0
13813;wels, oberösterreich, austria;32.0
13814;meckenheim, nordrhein-westfalen, germany;31.0
13815;carregado, n/a, portugal;31.0
13816;inverness, scotland, united kingdom;45.0
13822;london, england, united kingdom;30.0
13823;belleville, new jersey, usa;34.0
13825;aberdeen, scotland, united kingdom;28.0
13826;sao paulo, sao paulo, brazil;47.0
13827;greenfield, indiana, usa;25.0
13828;seixal, setúbal, portugal;16.0
13829;anghiari, toscana, italy;36.0
13830;edmonds, washington, usa;39.0
13835;paris, ile de france, france;18.0
13836;wichita, kansas, usa;69.0
13837;hamden, hamburg, usa;37.0
13838;parkville, victoria, australia;22.0
13840;darwin, northern territory, australia;8.0
13841;placerville, california, usa;43.0
13842;honolulu, hawaii, usa;25.0
13843;franklinton, north carolina, usa;20.0
13847;lansing, michigan, usa;15.0
13848;canton, michigan, usa;38.0
13850;online, n/a, usa;28.0
13851;oviedo, florida, usa;31.0
13853;collinsville, virginia, usa;57.0
13854;leon valley, texas, usa;50.0
13855;south hadley, massachusetts, usa;19.0
13859;hinesville, georgia, usa;34.0
13860;leesville, louisiana, usa;25.0
13861;o`fallon, missouri, usa;24.0
13862;slidell, louisiana, usa;19.0
13865;christchurch, rheinland-pfalz, new zealand;46.0
13867;nantes, loire atlantique, france;24.0
13868;augsburg, bayern, germany;40.0
13869;milano, lombardia, italy;41.0
13870;paris, ile de france, france;31.0
13871;nancy, victoria, france;38.0
13872;barcelona, catalunya, spain;17.0
13873;granollers, barcelona, catalunya;26.0
13874;montreuil, ile-de-france, france;46.0
13876;leonberg, baden-wuerttemberg, germany;41.0
13877;gainesville, florida, usa;27.0
13878;minnetonka, minnesota, usa;20.0
13880;singapore, n/a, singapore;27.0
13882;malaybalay city, bukidnon, philippines;19.0
13883;chula vista, california, usa;18.0
13884;port hardy, british columbia, canada;55.0
13888;madrid, madrid, spain;39.0
13889;colton, california, usa;23.0
13891;ashtabula, ohio, usa;58.0
13892;sao paulo, sao paulo, brazil;64.0
13893;kangasala, n/a, finland;39.0
13897;calgary, alberta, canada;36.0
13898;mã¼nchen, baveria, germany;44.0
13901;amherst, new york, usa;53.0
13902;berlin, berlin, germany;24.0
13903;orrville, ohio, usa;57.0
13904;jindivick, victoria, australia;24.0
13906;rabun gap, georgia, usa;66.0
13907;tübingen, baden-wuerttemberg, germany;27.0
13908;avon, connecticut, usa;52.0
13909;göteborg, västragötaland, sweden;23.0
13910;oosterhout, ``n/a``, netherlands;61.0
13911;norwich, yukon territory, united kingdom;13.0
13912;den burg, noord-holland, netherlands;18.0
13913;rotterdam, zuid-holland, netherlands;29.0
13914;tel aviv, no states in israel :), israel;0.0
13916;genève, n/a, switzerland;35.0
13918;losangels, california, usa;34.0
13919;barcelona, n/a, spain;25.0
13920;boise, idaho, usa;34.0
13925;roy, ,;34.0
13926;manchester, england, united kingdom;27.0
13927;baker city, oregon, usa;13.0
13928;mainz, rheinland-pfalz, germany;24.0
13929;ann arbor, michigan, usa;39.0
13930;barcelona, n/a, spain;31.0
13931;auckland, nfa, new zealand;64.0
13932;albacete, castilla la mancha, spain;24.0
13933;boston, massachusetts, usa;36.0
13934;sheffield, england, united kingdom;54.0
13935;lancaster, pennsylvania, usa;36.0
13936;godoy cruz, mendoza, argentina;40.0
13939;mendoza, n/a, argentina;28.0
13941;cupertino, california, usa;60.0
13944;adelaide, south australia, australia;48.0
13945;mumbai, indiana, india;22.0
13947;jakarta, north carolina, usa;32.0
13948;barreiro, barreiro, portugal;33.0
13949;madrid, n/a, spain;40.0
13955;cormano, lombardia, italy;34.0
13957;pittsburgh, pennsylvania, usa;18.0
13960;ottawa, ontario, canada;23.0
13962;augsburg, bayern, germany;1.0
13963;palermo, sicilia, italy;27.0
13964;muskegon,, michigan, usa;50.0
13965;delhi, iowa, india;37.0
13967;orsay, ile-de-france, france;53.0
13969;rioz, franche-comte, france;48.0
13971;surat, gujarat, india;21.0
13973;las vegas, nevada, usa;18.0
13974;las vegas, nevada, usa;63.0
13975;mississauga, ontario, canada;34.0
13976;distrito federal, n/a, mexico;27.0
13977;alcala de guadaíra, sevilla, spain;29.0
13979;santa coloma de queralt, catalonia, spain;41.0
13980;austin, colorado, usa;17.0
13981;hoyo de manzanares, madrid, spain;44.0
13983;como, lombardia, italy;26.0
13984;fort lauderdale, florida, usa;28.0
13985;zwevezele, west flanders, belgium;22.0
13986;edinburgh, scotland, united kingdom;26.0
13987;denkendorf, bayern, germany;15.0
13989;aurora, colorado, usa;36.0
13990;vienna, vienna, austria;27.0
13993;arlington, virginia, usa;28.0
13994;brookshire, texas, usa;44.0
13996;london, england, united kingdom;20.0
13997;arrigorriaga, basque country, spain;27.0
13998;brescia, lombardia, italy;31.0
13999;valencia, valencia, spain;26.0
14000;louisville, kentucky, usa;23.0
14001;bainbridge, ohio, usa;69.0
14002;toronto, ontario, canada;43.0
14003;hospitalet de llobregat, barcelona, spain;35.0
14005;campbellsport, wisconsin, usa;19.0
14006;mayaguez, puerto rico, usa;32.0
14007;berkeley, ,;56.0
14008;hamburg, hamburg, germany;22.0
14009;verdun, quebec, canada;34.0
14010;charleston, south carolina, usa;28.0
14011;sao paulo, sao paulo, brazil;24.0
14012;madison, wisconsin, united kingdom;25.0
14013;valencia, valencia, spain;27.0
14014;palatine, illinois, usa;37.0
14015;arrasate, gipuzkoa, spain;27.0
14017;jamnagar, gujarat, india;20.0
14018;brisbane, queensland, australia;14.0
14019;tehran, emilia romagna, iran;50.0
14020;linares, jaén, spain;26.0
14021;1, alabama, russia;23.0
14024;pergine valsugana (tn), trentino-alto-adige, italy;17.0
14025;chicago, illinois, usa;22.0
14026;méxico d.f., méxico. d.f., mexico;42.0
14027;aspley, queensland, australia;64.0
14028;san jose, california, usa;39.0
14029;nashville, tennessee, usa;25.0
14031;saint-jean-port-joli, quebec, canada;32.0
14032;trois-rivieres, quebec, canada;20.0
14033;milano, milano, italy;30.0
14034;lahor, pennsylvania, pakistan;20.0
14035;islamabad, islamabad, pakistan;41.0
14038;bahawalpur, panjab, pakistan;20.0
14039;riyadh, riyadh, saudi arabia;26.0
14042;kenitra, kenitra, morocco;22.0
